feat_list,hyper_param,fold,avg,std
2,2,19,487.01309538204623,326.6551263930129
2,2,21,483.5764498669684,333.290300700282
2,3,3,532.8128383131258,140.4898004332275
2,3,5,564.1200267385177,166.77009393535536
2,3,7,516.1676216631486,248.819461186046
2,3,9,523.8751191672814,251.11922967781194
2,3,11,521.0469784785793,259.8249236496502
2,3,13,491.1464456339957,281.7945899832566
2,3,15,475.29096913626694,275.4376413191227
2,3,17,458.43248100579495,302.1716226465144
2,3,19,459.81743212862506,299.46543618386045
2,3,21,453.60875493529784,309.0128723106589
2,4,3,502.3938904463907,165.82354187560716
2,4,5,515.8199356243387,159.36900327712303
2,4,7,479.21450672824403,245.4811982420725
2,4,9,484.6540445980489,237.03747722709193
2,4,11,475.7017076447517,251.2247225673212
2,4,13,462.94017751328005,270.6188810671199
2,4,15,438.3057656348285,273.40904535947027
2,4,17,420.8714678748599,297.93741332407035
2,4,19,439.9132071871532,304.80738149626336
2,4,21,435.20305444260964,313.95573708762225
2,5,3,506.6215665254719,171.6501199078964
2,5,5,511.0090214905352,176.17223520933038
2,5,7,470.0168025525755,259.4690365987668
2,5,9,474.1886813361955,257.07095253167813
2,5,11,473.9635712514877,260.7415012324881
2,5,13,461.44547594575675,277.4406460223799
2,5,15,457.7014396895148,288.22991088359004
2,5,17,440.12195793972853,314.47059428984267
2,5,19,442.2357498360789,309.49311722963756
2,5,21,433.59158624001793,321.92941211180846
2,6,3,489.10906528277,172.9573057199271
2,6,5,497.1329111075423,182.6897348843642
2,6,7,454.9931737926428,262.2615890471394
2,6,9,461.8146387993821,259.7319414124474
2,6,11,457.5457361831777,266.4054700239987
2,6,13,445.86440590877976,278.4480701762421
2,6,15,442.88506297667124,290.42145655631793
2,6,17,422.54055814655203,315.87747498079636
2,6,19,428.40067361467163,310.68969266471237
2,6,21,421.4769131222593,320.30678444077785
2,7,3,483.1475213015808,179.5492088581872
2,7,5,485.06554043110975,196.04020412073834
2,7,7,442.6855693994809,273.32728821406374
2,7,9,451.6243796365535,267.75611893225505
2,7,11,449.2859953256609,274.8222264210803
2,7,13,436.8618105928755,288.53186926140603
2,7,15,433.5267894200512,298.7391923587772
2,7,17,414.45069052647324,321.3695069232857
2,7,19,419.0506405242451,318.70737054907414
2,7,21,412.6120002472162,327.071155653388
2,8,3,480.53251002791256,180.92611509104535
